"qts_produtos","media_valor_transacoes","qtd_transacoes","sexo","salario_anual"
"4.394230769230769","1963.6719","44.65384615384615","M","menos que $40K"
"4.291970802919708","1878.2974","42.6021897810219","M","$40K - $60K"
"4.408710217755444","1845.1332","42.50753768844221","F","menos que $40K"
"4.352549889135255","1818.6364","41.09756097560975","M","$60K - $80K"
"4.4404145077720205","1781.4299","41.30051813471503","F","$40K - $60K"
"4.329918032786885","1755.2499","40.44672131147541","M","$80K - $120K"
"4.328828828828829","1701.4652","39.84234234234234","M","$120K +"
